MediaId, Media Name, Description, Tags, Duration (seconds),Created At, State, Remark,Positive Sentiment (1-100%),Negative Sentiment (1-100%),Neutral Sentiment (1-100%), Summary,Sentence Id, Speaker Name, Sentence Start Time, Sentence End Time, Sentence Duration, Sentence, Sentence Sentiment,Insight Type, Insight Category, Insight, Insight Starts At,Insight Ends At, Insight Duration (seconds)
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,3,,,,,4,Sir Hrishi Mukherjee. ,0,Default Category,People,Hrishi,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,4,,,,,7,Lunar Labs bv 128 Wellington Street. ,0,Default Category,Cardinals,128,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,4,,,,,7,Lunar Labs bv 128 Wellington Street. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,4,,,,,7,Lunar Labs bv 128 Wellington Street. ,0,Default Category,Cardinals,12,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,4,,,,,7,Lunar Labs bv 128 Wellington Street. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,4,,,,,7,Lunar Labs bv 128 Wellington Street. ,0,Default Category,Nationalities,Lunar,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,5,,,,,2,"Preliminarily, ",0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,6,,,,,4,TDIDF Scoring Mechanism. ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,7,,,,,4,Chaos and Order. ,-0.5719,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,8,,,,,4,Order and Chaos. ,-0.5719,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,9,,,,,3,Orden Kaos. ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,10,,,,,3,Kaos Orden. ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,11,,,,,3,Corpii Magma. ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,12,,,,,3,Cornii Magmus. ,0,Default Category,People,Cornii Magmus,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,13,,,,,12,14 Concentric Circles With 7 Unionizations Over a 100 Year Period. ,0,Default Category,Cardinals,14,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,13,,,,,12,14 Concentric Circles With 7 Unionizations Over a 100 Year Period. ,0,Default Category,Cardinals,7,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,13,,,,,12,14 Concentric Circles With 7 Unionizations Over a 100 Year Period. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,13,,,,,12,14 Concentric Circles With 7 Unionizations Over a 100 Year Period. ,0,Default Category,Dates,100 Year,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,14,,,,,2,"Initially, ",0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Brands,QtD,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,0 30,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,321,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,23,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,30,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Cardinals,20,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Dates,2023,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Dates,23,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Ordinals,first,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,15,,,,,23,Red Light 321 23...0 30...0 092808192023 Recursive Citadel therefore the language must reflect the first principle of QtD uncharted thank you oadwaodw! ,0.4199,Default Category,Products,Red Light,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,16,,,,,11,un nu(eo) .sh links presidency nonna extracrowding on human GAO! ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,17,,,,,2,Gaozicoin! ,0,Default Category,People,Gaozicoin,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,17,,,,,2,Gaozicoin! ,0,Default Category,People,Gao,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,18,,,,,4,2 2 5. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Brands,IRT,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Brands,Orbital Exit Piint,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Brands,Talon Full Steel,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,People,ki2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,19,,,,,29,"Talon Full Steel ,yu(ki1, ki2, ki3).kaka up hrishi.flop bobby.flop lo fp in tor introduces variant.no nazi (Establish Mars Station And Execute Code IRT at Orbital Exit Piint O! ",0,Default Category,Products,Establish Mars Station,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,20,,,,,4,).sql parse .append(Kawaguchiko!). ,0,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,21,,,,,5,uncharted thank you oadwaodw! ,0.4199,,,,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,22,,,,,13,un under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Brands,Private and Public Companies,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,23,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Brands,Lunar Labs BV,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,23,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Nationalities,Lunar,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,24,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,24,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,24,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,24,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Ordinals,first,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,24,,,,,7,the first base on Earth Moon.2. ,0,Default Category,People,Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,01.51,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20193,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,25,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Dates,Sunday October 19,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,26,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Brands,Private and Public Companies,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,26,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,4.11,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,26,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,27,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Brands,Lunar Labs BV,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,27,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Nationalities,Lunar,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,28,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,28,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,28,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,28,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Ordinals,first,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,28,,,,,7,the first base on Earth Moon.2. ,0,Default Category,People,Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,01.51,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20193,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,29,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Dates,Sunday October 19,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,30,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Brands,Private and Public Companies,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,30,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,4.11,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,30,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,31,,,,,22,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tetherware from zero gravity to for9. ,-0.1027,Default Category,Brands,Lunar Labs BV,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,31,,,,,22,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tetherware from zero gravity to for9. ,-0.1027,Default Category,Nationalities,Lunar,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,32,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,32,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,32,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,32,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Ordinals,first,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,32,,,,,7,the first base on Earth Moon.2. ,0,Default Category,People,Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,01.51,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20193,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,33,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Dates,Sunday October 19,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,34,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Brands,Private and Public Companies,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,34,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,4.11,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,34,,,,,13,4.11. under the corresponding act of incorporation of Private and Public Companies. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,35,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Brands,Lunar Labs BV,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,35,,,,,23,The claimed objective of the company Lunar Labs BV is to objecta primarily hard soft tether ware from zero gravity to for9. ,-0.1027,Default Category,Nationalities,Lunar,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,36,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,36,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,36,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Locations,Earth Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,36,,,,,7,the first base on Earth Moon.2. ,0,Default Category,Ordinals,first,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,36,,,,,7,the first base on Earth Moon.2. ,0,Default Category,People,Moon,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,2,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,01.51,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20193,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,1,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Cardinals,20,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,37,,,,,6,01.51 Sunday October 19 20193. ,0,Default Category,Dates,Sunday October 19,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,38,,,,,2,4.11. ,0,Default Category,Cardinals,4.11,,
fa86a7434c56,October 11 2023 Civil War,,,,2023-12-06T00:46:21.603Z,processed,,21.8,15.4,62.9,,38,,,,,2,4.11. ,0,Default Category,Cardinals,1,,
